step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0029239766081871343,0.00022492127755285648,0.0,0.0007791501608496974,0.0029239766081871343,0.0
13,0.0,0.00020885547201336674,0.0,0.000753039113505428,0.0029239766081871343,0.0
14,0.0,0.0001949317738791423,0.0,0.0007293679116518404,0.0029239766081871343,0.0
15,0.0,0.0001827485380116959,0.0,0.0007077820442630513,0.0029239766081871343,0.0
16,0.0,0.0001719986240110079,0.0,0.0006879944960440316,0.0029239766081871343,0.0
17,0.0,0.00016244314489928524,0.0,0.0006697702445772678,0.0029239766081871343,0.0
18,0.0,0.0001538935056940597,0.0,0.0006529148487410412,0.0029239766081871343,0.0
19,0.0,0.00014619883040935673,0.0,0.0006372659274182271,0.0029239766081871343,0.0
20,0.0,0.0001392369813422445,0.0,0.0006226867105262573,0.0029239766081871343,0.0
21,0.0,0.00013290802764486973,0.0,0.0006090610971498991,0.0029239766081871343,0.0
22,0.0,0.0001271294177472667,0.0,0.0005962898245389562,0.0029239766081871343,0.0
23,0.0,0.00012183235867446393,0.0,0.0005842874662905361,0.0029239766081871343,0.0
24,0.0,0.00011695906432748537,0.0,0.0005729800567913866,0.0029239766081871343,0.0
25,0.0,0.00011246063877642824,0.0,0.0005623031938821411,0.0029239766081871343,0.0
26,0.0,0.00010829542993285683,0.0,0.0005522005104605573,0.0029239766081871343,0.0
27,0.0,0.00010442773600668337,0.0,0.0005426224334488963,0.0029239766081871343,0.0
28,0.0,0.00010082677959265981,0.0,0.0005335251685954004,0.0029239766081871343,0.0
29,0.0,9.746588693957115e-05,0.0,0.0005248698642431293,0.0029239766081871343,0.0
30,0.0,9.432182607055272e-05,0.0,0.000516621918039206,0.0029239766081871343,0.0
31,0.0,9.137426900584795e-05,0.0,0.000508750398650404,0.0029239766081871343,0.0
32,0.0,8.86053517632465e-05,0.0,0.0005012275606496882,0.0029239766081871343,0.0
33,0.0,8.599931200550395e-05,0.0,0.0004940284353747874,0.0029239766081871343,0.0
34,0.0,8.354218880534669e-05,0.0,0.00048713048411406015,0.0029239766081871343,0.0
35,0.0,8.122157244964262e-05,0.0,0.0004805133027208916,0.0029239766081871343,0.0
36,0.0,7.90263948158685e-05,0.0,0.000474158368895211,0.0029239766081871343,0.0
37,0.0,7.694675284702985e-05,0.0,0.0004680488250460308,0.0029239766081871343,0.0
38,0.0,7.49737591842855e-05,0.0,0.0004621692909708332,0.0029239766081871343,0.0
39,0.0,7.309941520467836e-05,0.0,0.00045650570163730984,0.0029239766081871343,0.0
40,0.0,7.13165026387106e-05,0.0,0.0004510451661914676,0.0029239766081871343,0.0
41,0.0,6.961849067112225e-05,0.0,0.00044577584498975555,0.0029239766081871343,0.0
42,0.0,6.799945600435197e-05,0.0,0.00044068684199699836,0.0029239766081871343,0.0
43,0.0,6.645401382243487e-05,0.0,0.0004357681103337322,0.0029239766081871343,0.0
44,0.0,6.49772579597141e-05,0.0,0.0004310103691170111,0.0029239766081871343,0.0
45,0.0,6.356470887363335e-05,0.0,0.00042640503003428483,0.0029239766081871343,0.0
46,0.0,6.221226825930073e-05,0.0,0.0004219441323332879,0.0029239766081871343,0.0
47,0.0,6.0916179337231965e-05,0.0,0.00041762028511214944,0.0029239766081871343,0.0
48,0.0,5.967299200381907e-05,0.0,0.0004134266159610639,0.0029239766081871343,0.0
49,0.0,5.8479532163742686e-05,0.0,0.0004093567251461988,0.0029239766081871343,0.0
50,0.0,5.733287467033597e-05,0.0,0.00040540464464313,0.0029239766081871343,0.0
51,0.0029069767441860465,0.00011213371831486887,0.0,0.0005606710696831538,0.0029239766081871343,0.0
52,0.0,0.00011001798778062605,0.0,0.0005555660591428988,0.0029239766081871343,0.0
53,0.0,0.00010798061763654039,0.0,0.0005505977064041393,0.0029239766081871343,0.0
54,0.0,0.00010601733367951238,0.0,0.0005457600350009953,0.0029239766081871343,0.0
55,0.0,0.00010412416700666395,0.0,0.0005410474272153155,0.0029239766081871343,0.0
56,0.0,0.0001022974272346172,0.0,0.0005364545969276038,0.0029239766081871343,0.0
57,0.0,0.00010053367848919277,0.0,0.0005319765649306024,0.0029239766081871343,0.0
58,0.0,9.882971783683358e-05,0.0,0.0005276086364465981,0.0029239766081871343,0.0
59,0.0,9.718255587288634e-05,0.0,0.0005233463806203442,0.0029239766081871343,0.0
