params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.479727029800415,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1}",1.5474271774291992,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.2}",0.8307356834411621,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""discount_factor"": 0.3}",0.8309268951416016,100,5.3134901960784315,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""discount_factor"": 0.4}",0.8411805629730225,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.3953648473914496
"{""discount_factor"": 0.5}",0.8485963344573975,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""discount_factor"": 0.6}",0.9482135772705078,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.3940930633245827
"{""discount_factor"": 0.7}",0.8641948699951172,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39409306332458266
"{""discount_factor"": 0.8}",0.8857083320617676,100,5.368941176470589,5.733333333333333,4.9411764705882355,5.733333333333333,0.3948089459551649
"{""discount_factor"": 0.9}",0.9441008567810059,100,5.384784313725491,5.733333333333333,4.9411764705882355,5.733333333333333,0.39321632572394555
