step,reward,mean,median,std,max,min
0,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.0,0.018518518518518517,0.018518518518518517
1,0.030303030303030304,0.02441077441077441,0.02441077441077441,0.005892255892255893,0.030303030303030304,0.018518518518518517
2,0.014925373134328358,0.021248973985292394,0.018518518518518517,0.006568085732873219,0.030303030303030304,0.014925373134328358
3,0.022727272727272728,0.021618548670787475,0.020622895622895623,0.005724034328186364,0.030303030303030304,0.014925373134328358
4,0.014705882352941176,0.020236015407218217,0.018518518518518517,0.005818698144061661,0.030303030303030304,0.014705882352941176
5,0.0,0.016863346172681846,0.01672194582642344,0.009224362429875368,0.030303030303030304,0.0
6,0.030303030303030304,0.018783301048445913,0.018518518518518517,0.009749393357500514,0.030303030303030304,0.0
7,0.010309278350515464,0.017724048211204605,0.01672194582642344,0.009540621206021756,0.030303030303030304,0.0
8,0.014925373134328358,0.01741308431377391,0.014925373134328358,0.009037882736636428,0.030303030303030304,0.0
9,0.0,0.01567177588239652,0.014925373134328358,0.010040138813967944,0.030303030303030304,0.0
10,0.0,0.014247068983996835,0.014925373134328358,0.01058008741214834,0.030303030303030304,0.0
11,0.011111111111111112,0.013985739161256358,0.014815627743634766,0.010166675376777014,0.030303030303030304,0.0
12,0.0,0.012909913071928946,0.014705882352941176,0.010454627740198489,0.030303030303030304,0.0
13,0.03125,0.014219919281076878,0.014815627743634766,0.011126619613074562,0.03125,0.0
14,0.02702702702702703,0.01507372646414022,0.014925373134328358,0.01121401059515995,0.03125,0.0
15,0.010526315789473684,0.014789513296973564,0.014815627743634766,0.010913572439510848,0.03125,0.0
16,0.025,0.015390130161857474,0.014925373134328358,0.010856872213648507,0.03125,0.0
17,0.009615384615384616,0.015069310964831205,0.014815627743634766,0.010633577581773268,0.03125,0.0
18,0.014492753623188406,0.015038965841586848,0.014705882352941176,0.010350765092599247,0.03125,0.0
19,0.008620689655172414,0.014718052032266126,0.01459931798806479,0.010185192628973914,0.03125,0.0
20,0.0,0.014017192411682025,0.014492753623188406,0.010422203279189038,0.03125,0.0
21,0.006993006993006993,0.013697911256287705,0.012801932367149759,0.010287161539350574,0.03125,0.0
22,0.022222222222222223,0.0140685334721979,0.014492753623188406,0.010210118200209877,0.03125,0.0
23,0.010416666666666666,0.013916372355300764,0.012801932367149759,0.01002174775439511,0.03125,0.0
24,0.007936507936507936,0.013677177778549052,0.011111111111111112,0.009888940692700753,0.03125,0.0
25,0.011764705882352941,0.013603621167156894,0.011437908496732027,0.009703876256415613,0.03125,0.0
26,0.007575757575757576,0.013380366960068031,0.011111111111111112,0.009590282442767502,0.03125,0.0
27,0.0196078431372549,0.01360277682353899,0.011437908496732027,0.00948811545223167,0.03125,0.0
28,0.02127659574468085,0.013867391269095605,0.011764705882352941,0.009427652409857969,0.03125,0.0
29,0.018518518518518517,0.01402242884407637,0.013128729752770674,0.009306718279595247,0.03125,0.0
30,0.030303030303030304,0.01454760953630069,0.014492753623188406,0.009596635634250937,0.03125,0.0
31,0.02127659574468085,0.01475789035531257,0.01459931798806479,0.009517782959832632,0.03125,0.0
32,0.027777777777777776,0.015152432398417577,0.014705882352941176,0.009634538146160915,0.03125,0.0
33,0.017241379310344827,0.015213872013474261,0.014815627743634766,0.009498356033718014,0.03125,0.0
34,0.0,0.014779189955946426,0.014705882352941176,0.009698728626730537,0.03125,0.0
35,0.0,0.01436865690161458,0.01459931798806479,0.009866672161998002,0.03125,0.0
36,0.021739130434782608,0.0145678588889975,0.014705882352941176,0.009805541140313163,0.03125,0.0
37,0.01818181818181818,0.014662963080913834,0.014815627743634766,0.00969293906069318,0.03125,0.0
38,0.023255813953488372,0.014883292590467029,0.014925373134328358,0.009663784359332803,0.03125,0.0
39,0.0,0.01451121027570535,0.014815627743634766,0.00982106789761027,0.03125,0.0
40,0.0055248618784530384,0.014292031046504073,0.014705882352941176,0.009799103770094882,0.03125,0.0
41,0.0,0.013951744593015881,0.01459931798806479,0.009923899230617438,0.03125,0.0
42,0.014705882352941176,0.013969282680456004,0.014705882352941176,0.009808484802365193,0.03125,0.0
43,0.01818181818181818,0.01406502212366878,0.014705882352941176,0.009716686954820029,0.03125,0.0
44,0.0,0.013752466076476141,0.014705882352941176,0.009829259016100074,0.03125,0.0
45,0.027777777777777776,0.01405736415693922,0.014705882352941176,0.009934653944602584,0.03125,0.0
46,0.0,0.013758271302536257,0.014705882352941176,0.010035557086620059,0.03125,0.0
47,0.022727272727272728,0.013945125498884936,0.014705882352941176,0.010012752467507506,0.03125,0.0
48,0.030303030303030304,0.01427896029080627,0.014705882352941176,0.010176373583926934,0.03125,0.0
49,0.012658227848101266,0.014246545641952168,0.014705882352941176,0.010076650857145413,0.03125,0.0
50,0.024390243902439025,0.01444544168627544,0.014705882352941176,0.010076006929472288,0.03125,0.0
51,0.02631578947368421,0.01467371760526407,0.014815627743634766,0.010110939562810181,0.03125,0.0
52,0.0,0.014396855008938333,0.014705882352941176,0.010212157501825397,0.03125,0.0
53,0.01639344262295082,0.014433828853642269,0.014815627743634766,0.010120738760557866,0.03125,0.0
54,0.0,0.014171395601757864,0.014705882352941176,0.010212053986204719,0.03125,0.0
55,0.008403361344537815,0.01406839499002179,0.014705882352941176,0.010149251091371258,0.03125,0.0
56,0.0,0.013821581042828426,0.014705882352941176,0.010227976882813848,0.03125,0.0
57,0.010869565217391304,0.013770684218251925,0.01459931798806479,0.010146700060456518,0.03125,0.0
58,0.006172839506172839,0.013641907189233636,0.014492753623188406,0.010108034310052126,0.03125,0.0
59,0.0,0.013414542069413076,0.013575490735644836,0.010174452513587869,0.03125,0.0
60,0.02631578947368421,0.013626037928499486,0.014492753623188406,0.010222830974606991,0.03125,0.0
61,0.016666666666666666,0.013675080327502184,0.01459931798806479,0.010147285482123273,0.03125,0.0
62,0.015151515151515152,0.013698515800899215,0.014705882352941176,0.010068120537944491,0.03125,0.0
63,0.010638297872340425,0.013650699895765485,0.01459931798806479,0.009996360923930199,0.03125,0.0
64,0.00909090909090909,0.013580549267998463,0.014492753623188406,0.009935030989980111,0.03125,0.0
65,0.04,0.013980843976059093,0.01459931798806479,0.010374229771215297,0.04,0.0
66,0.0,0.013772174662983583,0.014492753623188406,0.010435139462990559,0.04,0.0
67,0.014705882352941176,0.013785905658424136,0.01459931798806479,0.010358736065388924,0.04,0.0
68,0.0,0.013586109924244076,0.014492753623188406,0.010414544529342977,0.04,0.0
69,0.04,0.01396345121104059,0.01459931798806479,0.010804533071597247,0.04,0.0
70,0.011363636363636364,0.01392683410051377,0.014492753623188406,0.010732548417032268,0.04,0.0
71,0.0,0.013733405849117744,0.013575490735644836,0.010781660191614199,0.04,0.0
72,0.012048192771084338,0.01371032073845975,0.012658227848101266,0.010709350150323798,0.04,0.0
73,0.0,0.01352504613388597,0.012353210309592803,0.010753890501142458,0.04,0.0
74,0.022222222222222223,0.013641008481730452,0.012658227848101266,0.010728434638432763,0.04,0.0
75,0.018867924528301886,0.01370978369286955,0.013575490735644836,0.01067424926698132,0.04,0.0
76,0.014492753623188406,0.013719952133523042,0.014492753623188406,0.01060507994163126,0.04,0.0
77,0.030303030303030304,0.013932555699798775,0.014492753623188406,0.010700759225270988,0.04,0.0
78,0.0,0.013756194235244362,0.014492753623188406,0.010746295379434943,0.04,0.0
79,0.009900990099009901,0.013708004183541433,0.013575490735644836,0.010687506200365751,0.04,0.0
80,0.02040816326530612,0.013790722196896553,0.014492753623188406,0.010647065909222205,0.04,0.0
81,0.0,0.01362254265791001,0.013575490735644836,0.010689649491111725,0.04,0.0
82,0.00980392156862745,0.013576535174906606,0.012658227848101266,0.010633223617675772,0.04,0.0
83,0.008928571428571428,0.01352120227316452,0.012353210309592803,0.01058175556787668,0.04,0.0
84,0.0,0.013362129305244937,0.012048192771084338,0.010619876109055067,0.04,0.0
85,0.02564102564102564,0.013504907169614479,0.012353210309592803,0.01063969556590499,0.04,0.0
86,0.0,0.013349678351572932,0.012048192771084338,0.010675869576741154,0.04,0.0
87,0.0,0.01319797746121415,0.01190644932671864,0.01070892967982934,0.04,0.0
88,0.006666666666666667,0.013124591946668672,0.011764705882352941,0.010670826609512157,0.04,0.0
89,0.010526315789473684,0.013095722211588728,0.011564171122994652,0.010614873283714799,0.04,0.0
90,0.0,0.012951813176296545,0.011363636363636364,0.010644304818933715,0.04,0.0
91,0.0,0.012811032598293321,0.011237373737373737,0.010671140266962179,0.04,0.0
92,0.02127659574468085,0.012902060159007165,0.011363636363636364,0.01064946499881057,0.04,0.0
93,0.03125,0.013097251008379428,0.011564171122994652,0.010758617668665886,0.04,0.0
94,0.0,0.012959385208291223,0.011363636363636364,0.010784994746697142,0.04,0.0
95,0.034482758620689655,0.013183587014670378,0.011564171122994652,0.010948963342313975,0.04,0.0
96,0.017241379310344827,0.013225419924935061,0.011764705882352941,0.010900088225833257,0.04,0.0
97,0.0,0.013090466660394907,0.011564171122994652,0.010925482047787257,0.04,0.0
98,0.008,0.013039047805239404,0.011363636363636364,0.01088207430953774,0.04,0.0
99,0.0,0.01290865732718701,0.011237373737373737,0.010904976472483776,0.04,0.0
