step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.004032258064516129,0.0013440860215053762,0.0,0.0019008246806089986,0.004032258064516129,0.0
3,0.00847457627118644,0.0031267085839256424,0.0020161290322580645,0.003499011353219451,0.00847457627118644,0.0
4,0.008264462809917356,0.004154259429123985,0.004032258064516129,0.0037440495880581236,0.00847457627118644,0.0
5,0.0,0.003461882857603321,0.0020161290322580645,0.0037521348610471588,0.00847457627118644,0.0
6,0.004201680672268907,0.003567568259698405,0.004032258064516129,0.0034834344930170006,0.00847457627118644,0.0
7,0.0,0.003121622227236104,0.0020161290322580645,0.003465487185206447,0.00847457627118644,0.0
8,0.0,0.0027747753130987593,0.0,0.0034113961257265,0.00847457627118644,0.0
9,0.0,0.0024972977817888835,0.0,0.0033416770037506625,0.00847457627118644,0.0
10,0.0,0.0022702707107171666,0.0,0.00326604562101264,0.00847457627118644,0.0
11,0.0,0.0020810814848240696,0.0,0.0031893339472569373,0.00847457627118644,0.0
12,0.0,0.0019209982936837565,0.0,0.0031139878749192086,0.00847457627118644,0.0
13,0.005405405405405406,0.0021698845159495886,0.0,0.0031320216919543224,0.00847457627118644,0.0
14,0.0,0.002025225548219616,0.0,0.0030738503960841593,0.00847457627118644,0.0
15,0.0,0.00189864895145589,0.0,0.0030163464678542606,0.00847457627118644,0.0
16,0.0,0.0017869637190173083,0.0,0.0029601903060603456,0.00847457627118644,0.0
17,0.0,0.00168768795684968,0.0,0.0029057623800295006,0.00847457627118644,0.0
18,0.007936507936507936,0.0020165732189369565,0.0,0.0031537345990773577,0.00847457627118644,0.0
19,0.0,0.0019157445579901088,0.0,0.003105141185815082,0.00847457627118644,0.0
20,0.0,0.0018245186266572465,0.0,0.003057647300558545,0.00847457627118644,0.0
21,0.0,0.0017415859618091897,0.0,0.0030114244842396566,0.00847457627118644,0.0
22,0.0,0.0016658648330348772,0.0,0.0029665684328911437,0.00847457627118644,0.0
23,0.003952569169960474,0.0017611441804067773,0.0,0.002939836242387083,0.00847457627118644,0.0
24,0.0,0.0016906984131905061,0.0,0.002901040191658681,0.00847457627118644,0.0
25,0.005405405405405406,0.0018335717590449254,0.0,0.002933029218176738,0.00847457627118644,0.0
26,0.0,0.0017656616938951134,0.0,0.0028989566301841486,0.00847457627118644,0.0
27,0.0,0.0017026023476845735,0.0,0.0028655145226395935,0.00847457627118644,0.0
28,0.0,0.001643891921902347,0.0,0.002832762461105501,0.00847457627118644,0.0
29,0.0,0.001589095524505602,0.0,0.0028007383131731073,0.00847457627118644,0.0
30,0.0,0.0015378343785538084,0.0,0.0027694637811879236,0.00847457627118644,0.0
31,0.0,0.0014897770542240019,0.0,0.0027389485269501074,0.00847457627118644,0.0
32,0.0,0.0014446322950050928,0.0,0.002709193266425639,0.00847457627118644,0.0
33,0.0,0.001402143109857884,0.0,0.002680192104224656,0.00847457627118644,0.0
34,0.0,0.0013620818781476588,0.0,0.0026519343024029264,0.00847457627118644,0.0
35,0.0049504950495049506,0.0014617600217964725,0.0,0.0026805133565852546,0.00847457627118644,0.0
36,0.0,0.0014222529941803515,0.0,0.0026546464076739685,0.00847457627118644,0.0
37,0.0,0.0013848252838071845,0.0,0.002629358693314051,0.00847457627118644,0.0
38,0.0027100271002710027,0.001418804817562667,0.0,0.0026038687260745664,0.00847457627118644,0.0
39,0.0,0.0013833346971236001,0.0,0.002580638696597796,0.00847457627118644,0.0
40,0.0,0.001349594826462049,0.0,0.002557889682043184,0.00847457627118644,0.0
41,0.0,0.0013174616163081905,0.0,0.0025356168782024423,0.00847457627118644,0.0
42,0.0,0.0012868229740684652,0.0,0.002513813761128016,0.00847457627118644,0.0
43,0.0,0.001257576997385091,0.0,0.002492472498591181,0.00847457627118644,0.0
44,0.0,0.0012296308418876445,0.0,0.00247158427975212,0.00847457627118644,0.0
45,0.005405405405405406,0.0013204085497902046,0.0,0.0025192770887612096,0.00847457627118644,0.0
46,0.0,0.0012923147508584981,0.0,0.002499605108148608,0.00847457627118644,0.0
47,0.0,0.0012653915268822794,0.0,0.002480307826493368,0.00847457627118644,0.0
48,0.0,0.0012395672100071308,0.0,0.0024613793616025596,0.00847457627118644,0.0
49,0.0,0.0012147758658069881,0.0,0.002442813239096229,0.00847457627118644,0.0
50,0.0,0.0011909567311833217,0.0,0.0024246025409047586,0.00847457627118644,0.0
51,0.0,0.001168053717122104,0.0,0.0024067400269717014,0.00847457627118644,0.0
52,0.0045662100456621,0.0012321698742643681,0.0,0.002428347767726904,0.00847457627118644,0.0
53,0.0,0.0012093519136298428,0.0,0.0024114863623363363,0.00847457627118644,0.0
54,0.0,0.001187363697018391,0.0,0.0023949201172816037,0.00847457627118644,0.0
55,0.0,0.0011661607738573485,0.0,0.0023786437733077917,0.00847457627118644,0.0
56,0.0,0.0011457018129124826,0.0,0.0023626518691716916,0.00847457627118644,0.0
