episode,length,time,reward,delta
0,207.0,0.009001731872558594,-800.0,100.0
1,228.0,0.011002540588378906,-1118.0,50.0
2,500.0,0.023005247116088867,-2580.0,-0.01689035058932964
3,149.0,0.007001638412475586,-445.0,25.0
4,44.0,0.0020003318786621094,-142.0,12.5
5,101.0,0.004000663757324219,-199.0,6.25
6,181.0,0.00800180435180664,-972.0,3.125
7,64.0,0.0030007362365722656,-162.0,1.5625
8,25.0,0.0009999275207519531,75.0,0.78125
9,76.0,0.003000974655151367,-75.0,0.390625
10,53.0,0.002000570297241211,47.0,0.1953125
11,55.0,0.0030002593994140625,45.0,0.09765625
12,50.0,0.003000974655151367,-346.0,0.048828125
13,94.0,0.005001068115234375,-192.0,0.0244140625
14,21.0,0.0009999275207519531,-20.0,0.01220703125
15,20.0,0.0010006427764892578,80.0,0.006103515625
16,73.0,0.0030002593994140625,-567.0,0.0030517578125
17,21.0,0.0010004043579101562,79.0,0.00152587890625
18,36.0,0.0010004043579101562,64.0,0.000762939453125
19,20.0,0.0010001659393310547,80.0,0.0003814697265625
20,16.0,0.0010008811950683594,84.0,0.00019073486328125
21,193.0,0.00900125503540039,-1380.0,9.5367431640625e-05
22,14.0,0.0,86.0,4.76837158203125e-05
23,20.0,0.0010001659393310547,80.0,2.384185791015625e-05
24,18.0,0.0010001659393310547,-17.0,1.1920928955078125e-05
25,24.0,0.0010001659393310547,-122.0,5.9604644775390625e-06
26,20.0,0.0010001659393310547,-19.0,2.9802322387695312e-06
27,42.0,0.002000093460083008,-437.0,1.4901161193847656e-06
28,22.0,0.0010004043579101562,78.0,7.450580596923828e-07
29,163.0,0.007001399993896484,-1152.0,3.725290298461914e-07
30,58.0,0.003000497817993164,-255.0,1.862645149230957e-07
31,29.0,0.001001119613647461,-127.0,9.313225746154785e-08
32,17.0,0.0,83.0,4.6566128730773926e-08
33,59.0,0.0030007362365722656,-553.0,2.3283064365386963e-08
34,13.0,0.0010004043579101562,87.0,1.1641532182693481e-08
35,95.0,0.004000663757324219,-787.0,5.820766091346741e-09
36,18.0,0.0010001659393310547,82.0,2.9103830456733704e-09
37,39.0,0.0020003318786621094,-335.0,1.4551915228366852e-09
38,25.0,0.0010001659393310547,75.0,7.275957614183426e-10
39,59.0,0.0019998550415039062,-553.0,3.637978807091713e-10
40,41.0,0.0020003318786621094,-139.0,1.8189894035458565e-10
41,27.0,0.0010001659393310547,73.0,9.094947017729282e-11
42,37.0,0.0020003318786621094,-135.0,4.547473508864641e-11
43,72.0,0.003000974655151367,-764.0,2.2737367544323206e-11
44,15.0,0.0,85.0,1.1368683772161603e-11
45,47.0,0.002000093460083008,-244.0,5.6843418860808015e-12
46,19.0,0.0010004043579101562,81.0,2.8421709430404007e-12
47,18.0,0.0010001659393310547,82.0,1.4210854715202004e-12
48,29.0,0.0009996891021728516,-28.0,7.105427357601002e-13
49,21.0,0.0010001659393310547,79.0,3.552713678800501e-13
50,28.0,0.0010001659393310547,72.0,1.7053025658242404e-13
51,33.0,0.002000570297241211,-131.0,8.526512829121202e-14
52,31.0,0.002000570297241211,-30.0,4.263256414560601e-14
53,26.0,0.0010001659393310547,74.0,2.842170943040401e-14
54,55.0,0.002001047134399414,-252.0,1.4210854715202004e-14
55,26.0,0.0010001659393310547,-25.0,0.0
56,35.0,0.0020008087158203125,65.0,0.0
57,32.0,0.002000570297241211,-229.0,0.0
