steps,time,reward,delta,converged
1,0.0009770393371582031,0.0,0,False
2,0.0029311180114746094,0.0,0,False
3,0.0019540786743164062,0.0,0,False
4,0.0039081573486328125,0.0,0,False
5,0.006800413131713867,0.0,0,False
6,0.003908634185791016,0.0,0,False
7,0.003908395767211914,0.0,0,False
8,0.0019540786743164062,0.0,0,False
9,0.001954317092895508,0.0,0,False
10,0.013181209564208984,0.0,0,False
11,0.0029315948486328125,0.0,0,False
12,0.001953601837158203,0.0,0,False
13,0.002930879592895508,0.0,0,False
14,0.0029413700103759766,0.0,0,False
15,0.0019478797912597656,0.0,0,False
16,0.0019545555114746094,0.0,0,False
17,0.01172947883605957,0.0,0,False
18,0.0009772777557373047,0.0,0,False
19,0.002004384994506836,0.0,0,False
20,0.003907918930053711,0.0,0,False
21,0.0068433284759521484,0.0,0,False
22,0.0019545555114746094,0.0,0,False
23,0.0,0.0,0,False
24,0.001954793930053711,0.0,0,False
25,0.0014910697937011719,0.0,0,False
26,0.0009698867797851562,0.0,0,False
27,0.001954317092895508,0.0,0,False
28,0.001954317092895508,0.0,0,False
29,0.0029311180114746094,0.0,0,False
30,0.004877567291259766,0.0,0,False
31,0.0009775161743164062,0.0,0,False
32,0.002931356430053711,0.0,0,False
33,0.001493215560913086,0.0,0,False
34,0.003908395767211914,0.0,0,False
35,0.0049021244049072266,0.0,0,False
36,0.001941680908203125,0.0,0,False
37,0.0029311180114746094,0.0,0,False
38,0.0009768009185791016,0.0,0,False
39,0.0019707679748535156,0.0,0,False
40,0.002918243408203125,0.0,0,False
41,0.004886150360107422,0.0,0,False
42,0.001954793930053711,0.0,0,False
43,0.002914905548095703,0.0,0,False
44,0.0009768009185791016,0.0,0,False
45,0.003909111022949219,0.0,0,False
46,0.002934694290161133,0.0,0,False
47,0.003908634185791016,0.0,0,False
48,0.00832366943359375,0.0,0,False
49,0.0009775161743164062,0.0,0,False
50,0.0019545555114746094,0.0,0,False
51,0.0019459724426269531,0.0,0,False
52,0.01027822494506836,0.0,0,False
53,0.0009772777557373047,0.0,0,False
54,0.0019540786743164062,0.0,0,False
55,0.0029315948486328125,0.0,0,False
56,0.001947164535522461,0.0,0,False
57,0.0029306411743164062,0.0,0,False
58,0.016144275665283203,0.0,0,False
59,0.001954317092895508,0.0,0,False
60,0.008797645568847656,0.0,0,False
61,0.0009768009185791016,0.0,0,False
62,0.00390934944152832,0.0,0,False
63,0.010741710662841797,0.0,0,False
64,0.0029311180114746094,0.0,0,False
65,0.007346630096435547,0.0,0,False
66,0.007820844650268555,0.0,0,False
67,0.002931356430053711,0.0,0,False
68,0.0029311180114746094,0.0,0,False
69,0.0029325485229492188,0.0,0,False
70,0.0019435882568359375,0.0,0,False
71,0.0078277587890625,0.0,0,False
72,0.00488591194152832,0.0,0,False
73,0.011255025863647461,0.0,0,False
74,0.007820367813110352,0.0,0,False
75,0.0,0.0,0,False
76,0.0019690990447998047,0.0,0,False
77,0.017105579376220703,0.0,0,False
78,0.00782012939453125,0.0,0,False
79,0.0009775161743164062,0.0,0,False
80,0.0014960765838623047,0.0,0,False
81,0.005862236022949219,0.0,0,False
82,0.011728525161743164,0.0,0,False
83,0.0014841556549072266,0.0,0,False
84,0.005863189697265625,0.0,0,False
85,0.0009899139404296875,0.0,0,False
86,0.006830453872680664,0.0,0,False
87,0.0019540786743164062,0.0,0,False
88,0.008323431015014648,0.0,0,False
89,0.003911733627319336,0.0,0,False
90,0.012705802917480469,0.0,0,False
91,0.00832366943359375,0.0,0,False
92,0.0029311180114746094,0.0,0,False
93,0.000986337661743164,0.0,0,False
94,0.013202428817749023,0.0,0,False
95,0.0009770393371582031,0.0,0,False
96,0.0029311180114746094,0.0,0,False
97,0.006843090057373047,0.0,0,False
98,0.009300947189331055,0.0,0,False
99,0.0009770393371582031,0.0,0,False
100,0.006843090057373047,0.0,0,False
101,0.0019540786743164062,0.0,0,False
102,0.007346391677856445,0.0,0,False
103,0.018571853637695312,0.0,0,False
104,0.0009770393371582031,0.0,0,False
105,0.0009763240814208984,0.0,0,False
106,0.0019545555114746094,0.0,0,False
107,0.006369352340698242,0.0,0,False
