episode,length,time,reward,delta
0,499.0,0.024004220962524414,-1686.0,100.00045960839908
1,138.0,0.0070018768310546875,-236.0,10.000045960839913
2,130.0,0.0070018768310546875,-723.0,1.000004596083997
3,48.0,0.003000497817993164,-146.0,0.10000045960839543
4,64.0,0.003000497817993164,36.0,0.010000045960836701
5,34.0,0.0009999275207519531,66.0,0.0010000045960794068
6,57.0,0.003000020980834961,-155.0,0.00010000045961078285
7,28.0,0.0010001659393310547,72.0,1.0000045961078285e-05
8,29.0,0.0009996891021728516,71.0,1.0000046017921704e-06
9,48.0,0.0030007362365722656,-47.0,1.0000046302138799e-07
10,25.0,0.0010001659393310547,75.0,1.0000050565395213e-08
11,18.0,0.0010001659393310547,82.0,1.0000036354540498e-09
12,22.0,0.0010004043579101562,78.0,1.000017846308765e-10
13,89.0,0.00500178337097168,-484.0,1.000444171950221e-11
14,58.0,0.003000020980834961,-255.0,9.947598300641403e-13
15,77.0,0.00400090217590332,-472.0,9.947598300641403e-14
16,26.0,0.0010006427764892578,74.0,1.4210854715202004e-14
17,26.0,0.0010004043579101562,-25.0,0.0
18,14.0,0.0010001659393310547,86.0,0.0
19,14.0,0.0010001659393310547,86.0,0.0
20,85.0,0.005002021789550781,-678.0,0.0
21,60.0,0.0029997825622558594,-554.0,0.0
22,82.0,0.004001140594482422,-675.0,0.0
23,13.0,0.0010001659393310547,-12.0,0.0
24,57.0,0.0030014514923095703,-254.0,0.0
25,14.0,0.0009992122650146484,86.0,0.0
26,29.0,0.002000570297241211,71.0,0.0
27,14.0,0.0010008811950683594,86.0,0.0
28,14.0,0.0009999275207519531,86.0,0.0
29,27.0,0.002000093460083008,-125.0,0.0
30,22.0,0.0010004043579101562,78.0,0.0
31,33.0,0.0020012855529785156,-131.0,0.0
32,13.0,0.0009989738464355469,87.0,0.0
33,22.0,0.0010013580322265625,78.0,0.0
34,46.0,0.002000570297241211,-342.0,0.0
35,24.0,0.0010001659393310547,-23.0,0.0
36,16.0,0.0,84.0,0.0
37,16.0,0.0010001659393310547,84.0,0.0
38,37.0,0.0020003318786621094,-135.0,0.0
39,15.0,0.0010004043579101562,85.0,0.0
40,23.0,0.001001119613647461,-121.0,0.0
41,32.0,0.0009999275207519531,-229.0,0.0
42,48.0,0.003000974655151367,-443.0,0.0
43,16.0,0.0010001659393310547,84.0,0.0
44,13.0,0.0010004043579101562,87.0,0.0
45,16.0,0.0009999275207519531,84.0,0.0
46,14.0,0.0010004043579101562,86.0,0.0
47,21.0,0.0009999275207519531,79.0,0.0
48,14.0,0.0,86.0,0.0
49,78.0,0.0030002593994140625,-671.0,0.0
50,47.0,0.002000570297241211,-244.0,0.0
51,15.0,0.0009999275207519531,85.0,0.0
52,14.0,0.0010001659393310547,86.0,0.0
53,26.0,0.0020008087158203125,-223.0,0.0
54,12.0,0.0010001659393310547,88.0,0.0
55,14.0,0.001001119613647461,86.0,0.0
56,27.0,0.00099945068359375,-26.0,0.0
57,25.0,0.0010004043579101562,-222.0,0.0
58,16.0,0.0009996891021728516,84.0,0.0
59,13.0,0.001001119613647461,87.0,0.0
60,13.0,0.00099945068359375,-12.0,0.0
61,30.0,0.002000570297241211,-227.0,0.0
62,24.0,0.0010001659393310547,76.0,0.0
63,21.0,0.0010006427764892578,-20.0,0.0
64,17.0,0.0010001659393310547,83.0,0.0
65,16.0,0.0010001659393310547,-15.0,0.0
66,16.0,0.0009996891021728516,84.0,0.0
67,16.0,0.0010006427764892578,84.0,0.0
68,26.0,0.002000570297241211,-25.0,0.0
69,16.0,0.0010004043579101562,84.0,0.0
70,12.0,0.0009996891021728516,88.0,0.0
71,16.0,0.0010004043579101562,84.0,0.0
72,39.0,0.0020003318786621094,-236.0,0.0
73,30.0,0.0020012855529785156,-29.0,0.0
74,38.0,0.0019996166229248047,-136.0,0.0
75,71.0,0.00400090217590332,-367.0,0.0
76,12.0,0.0010001659393310547,88.0,0.0
77,14.0,0.0010004043579101562,86.0,0.0
78,50.0,0.002000570297241211,-346.0,0.0
79,18.0,0.0009996891021728516,-17.0,0.0
80,16.0,0.001001119613647461,84.0,0.0
81,14.0,0.0009996891021728516,86.0,0.0
82,18.0,0.0009999275207519531,82.0,0.0
83,51.0,0.0030007362365722656,-545.0,0.0
84,42.0,0.0020003318786621094,-140.0,0.0
85,14.0,0.0010004043579101562,86.0,0.0
86,26.0,0.0020012855529785156,-25.0,0.0
87,28.0,0.0009996891021728516,-225.0,0.0
88,16.0,0.0010001659393310547,84.0,0.0
89,14.0,0.0010001659393310547,86.0,0.0
90,37.0,0.0020008087158203125,-333.0,0.0
91,32.0,0.0019998550415039062,-229.0,0.0
92,17.0,0.0010001659393310547,-16.0,0.0
93,14.0,0.0010004043579101562,86.0,0.0
94,14.0,0.0010004043579101562,86.0,0.0
95,18.0,0.0010008811950683594,82.0,0.0
96,18.0,0.00099945068359375,82.0,0.0
97,14.0,0.0,86.0,0.0
98,22.0,0.0010006427764892578,-120.0,0.0
99,16.0,0.0009996891021728516,84.0,0.0
100,19.0,0.0010006427764892578,81.0,0.0
101,17.0,0.0010001659393310547,-16.0,0.0
102,20.0,0.0010001659393310547,80.0,0.0
103,19.0,0.0010008811950683594,81.0,0.0
104,16.0,0.00099945068359375,84.0,0.0
105,17.0,0.001001119613647461,83.0,0.0
106,84.0,0.004000186920166016,-578.0,0.0
107,15.0,0.0010001659393310547,-14.0,0.0
108,61.0,0.0030007362365722656,-258.0,0.0
109,41.0,0.0020012855529785156,-139.0,0.0
110,17.0,0.00099945068359375,-16.0,0.0
111,23.0,0.0010006427764892578,-22.0,0.0
112,15.0,0.0009996891021728516,85.0,0.0
113,12.0,0.0010004043579101562,88.0,0.0
114,14.0,0.0010001659393310547,86.0,0.0
115,16.0,0.0010001659393310547,84.0,0.0
116,35.0,0.002000570297241211,-133.0,0.0
117,13.0,0.0010001659393310547,87.0,0.0
118,16.0,0.0010006427764892578,84.0,0.0
119,29.0,0.0019998550415039062,-226.0,0.0
120,16.0,0.0010004043579101562,84.0,0.0
121,16.0,0.0010001659393310547,84.0,0.0
122,15.0,0.0010001659393310547,85.0,0.0
123,14.0,0.0010004043579101562,86.0,0.0
124,21.0,0.0010001659393310547,-20.0,0.0
125,14.0,0.0,86.0,0.0
126,14.0,0.0,86.0,0.0
127,16.0,0.0009996891021728516,84.0,0.0
128,13.0,0.0010004043579101562,87.0,0.0
129,29.0,0.0010013580322265625,-28.0,0.0
130,16.0,0.0,84.0,0.0
131,28.0,0.0010001659393310547,-225.0,0.0
132,58.0,0.003000497817993164,-453.0,0.0
133,39.0,0.0009999275207519531,-137.0,0.0
134,12.0,0.0,88.0,0.0
135,16.0,0.0010008811950683594,-15.0,0.0
136,28.0,0.0010001659393310547,-27.0,0.0
137,17.0,0.0,83.0,0.0
138,27.0,0.0010001659393310547,-125.0,0.0
139,15.0,0.0010001659393310547,85.0,0.0
140,12.0,0.0010008811950683594,88.0,0.0
141,15.0,0.00099945068359375,85.0,0.0
142,19.0,0.0010006427764892578,-18.0,0.0
143,15.0,0.0,-14.0,0.0
144,38.0,0.0020008087158203125,-433.0,0.0
145,25.0,0.0009996891021728516,-24.0,0.0
146,24.0,0.0020012855529785156,-23.0,0.0
147,27.0,0.0009996891021728516,-26.0,0.0
148,12.0,0.0,88.0,0.0
149,15.0,0.0,85.0,0.0
150,14.0,0.0,86.0,0.0
151,16.0,0.0010004043579101562,-15.0,0.0
152,20.0,0.0010001659393310547,-19.0,0.0
153,16.0,0.0009999275207519531,84.0,0.0
154,16.0,0.0010013580322265625,84.0,0.0
155,16.0,0.0009992122650146484,84.0,0.0
156,14.0,0.0010006427764892578,86.0,0.0
157,64.0,0.003000497817993164,-360.0,0.0
158,16.0,0.0010001659393310547,84.0,0.0
159,14.0,0.0010013580322265625,86.0,0.0
160,18.0,0.00099945068359375,82.0,0.0
161,12.0,0.0010001659393310547,88.0,0.0
162,14.0,0.0010001659393310547,86.0,0.0
163,18.0,0.001001119613647461,82.0,0.0
164,20.0,0.0010004043579101562,-19.0,0.0
165,12.0,0.0,88.0,0.0
166,21.0,0.0010004043579101562,-119.0,0.0
167,14.0,0.0010004043579101562,86.0,0.0
168,30.0,0.0020003318786621094,-29.0,0.0
169,12.0,0.0010004043579101562,88.0,0.0
170,17.0,0.0010006427764892578,83.0,0.0
171,53.0,0.0030012130737304688,-646.0,0.0
172,20.0,0.0009992122650146484,-19.0,0.0
173,12.0,0.0010001659393310547,88.0,0.0
174,12.0,0.0010004043579101562,88.0,0.0
175,18.0,0.0009999275207519531,82.0,0.0
176,41.0,0.002000570297241211,-40.0,0.0
177,14.0,0.0,86.0,0.0
178,18.0,0.0009992122650146484,82.0,0.0
179,12.0,0.0010006427764892578,88.0,0.0
180,14.0,0.0010013580322265625,86.0,0.0
181,12.0,0.0009992122650146484,88.0,0.0
182,24.0,0.0009999275207519531,-23.0,0.0
183,12.0,0.0010001659393310547,88.0,0.0
