episode,length,time,reward,delta
0,106.0,0.005001068115234375,-6.0,100.0
1,443.0,0.021004915237426758,-1828.0,10.0
2,110.0,0.0050008296966552734,-208.0,1.0
3,23.0,0.0020003318786621094,77.0,0.09999999999999432
4,39.0,0.0020008087158203125,61.0,0.010000000000005116
5,94.0,0.0050013065338134766,-192.0,0.0010000000000047748
6,39.0,0.00099945068359375,61.0,0.00010000000000331966
7,77.0,0.004000663757324219,-373.0,1.0000000003174137e-05
8,13.0,0.0,-12.0,9.999999974752427e-07
9,37.0,0.0010001659393310547,-36.0,9.999999406318238e-08
10,16.0,0.0010004043579101562,84.0,9.999993721976352e-09
11,51.0,0.002000093460083008,-446.0,1.0000036354540498e-09
12,50.0,0.002000570297241211,-247.0,1.000017846308765e-10
13,28.0,0.0010001659393310547,-27.0,1.000444171950221e-11
14,12.0,0.0010006427764892578,88.0,9.947598300641403e-13
15,13.0,0.0010001659393310547,-12.0,9.947598300641403e-14
16,29.0,0.002000093460083008,-28.0,1.4210854715202004e-14
17,43.0,0.0020003318786621094,-141.0,0.0
18,16.0,0.0010004043579101562,-15.0,0.0
19,22.0,0.0010001659393310547,-21.0,0.0
20,25.0,0.0010004043579101562,-24.0,0.0
21,73.0,0.004000663757324219,-369.0,0.0
22,16.0,0.0010001659393310547,84.0,0.0
23,74.0,0.004001140594482422,-469.0,0.0
24,34.0,0.0020003318786621094,-132.0,0.0
25,20.0,0.0010004043579101562,80.0,0.0
26,12.0,0.0009999275207519531,88.0,0.0
27,23.0,0.0010001659393310547,-22.0,0.0
28,18.0,0.0010006427764892578,82.0,0.0
29,31.0,0.0010001659393310547,-129.0,0.0
30,12.0,0.0,88.0,0.0
31,22.0,0.0010001659393310547,-21.0,0.0
32,63.0,0.003000497817993164,-359.0,0.0
33,19.0,0.0010006427764892578,-18.0,0.0
34,12.0,0.0,88.0,0.0
35,16.0,0.0,84.0,0.0
36,33.0,0.0010004043579101562,-32.0,0.0
37,22.0,0.0010001659393310547,78.0,0.0
38,18.0,0.0010004043579101562,-17.0,0.0
39,14.0,0.0010004043579101562,86.0,0.0
40,55.0,0.0030002593994140625,-450.0,0.0
41,25.0,0.0010006427764892578,-24.0,0.0
42,14.0,0.0,86.0,0.0
43,12.0,0.0,88.0,0.0
44,16.0,0.0,84.0,0.0
45,22.0,0.0010006427764892578,-21.0,0.0
46,16.0,0.0010001659393310547,84.0,0.0
47,22.0,0.0010004043579101562,-21.0,0.0
48,14.0,0.0009996891021728516,86.0,0.0
49,39.0,0.002000570297241211,-236.0,0.0
50,26.0,0.0010006427764892578,-25.0,0.0
51,84.0,0.004000663757324219,-677.0,0.0
52,45.0,0.0020003318786621094,-242.0,0.0
53,33.0,0.0020003318786621094,-32.0,0.0
54,13.0,0.0010001659393310547,-12.0,0.0
55,18.0,0.0010006427764892578,82.0,0.0
56,12.0,0.0010004043579101562,88.0,0.0
