steps,time,reward,delta,converged
1,0.02400517463684082,-4.359281437125748,100.58093536400536,False
2,0.024005413055419922,-3.1736526946107784,100.9134168019889,False
3,0.016004085540771484,-2.696275071633238,100.9134168019889,False
4,0.0200045108795166,-4.821256038647343,100.9134168019889,False
5,0.00800180435180664,-2.13953488372093,100.9134168019889,False
6,0.0030007362365722656,1.148936170212766,100.9134168019889,False
7,0.008002042770385742,-0.9850746268656716,100.9134168019889,False
8,0.00400090217590332,-0.9764705882352941,100.9134168019889,False
9,0.006000995635986328,-0.9857142857142858,100.9134168019889,False
10,0.004001140594482422,-0.9772727272727273,100.9134168019889,False
11,0.00400090217590332,-5.097222222222222,100.9134168019889,False
12,0.0050013065338134766,-0.9819819819819819,100.9134168019889,False
13,0.007001161575317383,-0.9861111111111112,100.9134168019889,False
14,0.0020008087158203125,1.2444444444444445,100.9134168019889,False
15,0.002001047134399414,1.6578947368421053,100.9134168019889,False
16,0.012001991271972656,-3.3215686274509806,100.9134168019889,False
17,0.0030012130737304688,-3.8405797101449277,100.9134168019889,False
18,0.003000497817993164,-0.9672131147540983,100.9134168019889,False
19,0.003000020980834961,0.8703703703703703,100.9134168019889,False
20,0.002000570297241211,1.9705882352941178,100.9134168019889,False
21,0.00600123405456543,-1.7698412698412698,100.9134168019889,False
22,0.0030014514923095703,0.9056603773584906,100.9134168019889,False
23,0.0019998550415039062,1.7297297297297298,100.9134168019889,False
24,0.004001617431640625,0.32894736842105265,100.9134168019889,False
25,0.0009996891021728516,2.740740740740741,100.9134168019889,False
26,0.0010004043579101562,2.3666666666666667,100.9134168019889,False
27,0.0010004043579101562,1.8055555555555556,100.9134168019889,False
28,0.0010001659393310547,1.8055555555555556,100.9134168019889,False
29,0.0020008087158203125,0.8703703703703703,100.9134168019889,False
30,0.0010001659393310547,2.3666666666666667,100.9134168019889,False
31,0.003000497817993164,0.6290322580645161,100.9134168019889,False
32,0.0020008087158203125,3.391304347826087,100.9134168019889,False
33,0.0010004043579101562,-0.9354838709677419,100.9134168019889,False
34,0.004000425338745117,0.20238095238095238,100.9134168019889,False
35,0.0010004043579101562,2.3666666666666667,100.9134168019889,False
36,0.0009996891021728516,2.4827586206896552,100.9134168019889,False
37,0.005001068115234375,-3.130434782608696,100.9134168019889,False
38,0.0020003318786621094,2.3666666666666667,100.9134168019889,False
39,0.002001047134399414,1.8055555555555556,100.9134168019889,False
40,0.0030002593994140625,-2.4696969696969697,100.9134168019889,False
41,0.0030012130737304688,-0.9615384615384616,100.9134168019889,False
42,0.003000020980834961,-0.9672131147540983,100.9134168019889,False
43,0.0020003318786621094,1.7297297297297298,100.9134168019889,False
44,0.003000497817993164,1.148936170212766,100.9134168019889,False
45,0.003000974655151367,-2.4477611940298507,100.9134168019889,False
46,0.0020003318786621094,1.525,100.9134168019889,False
47,0.0010006427764892578,1.8857142857142857,100.9134168019889,False
48,0.0010008811950683594,3.04,100.9134168019889,False
49,0.0020003318786621094,2.4827586206896552,100.9134168019889,False
50,0.0019996166229248047,1.148936170212766,100.9134168019889,False
51,0.003000974655151367,-4.8431372549019605,100.9134168019889,False
52,0.0030014514923095703,-2.515625,100.9134168019889,False
53,0.003000497817993164,-0.974025974025974,100.9134168019889,False
54,0.0009996891021728516,1.8055555555555556,100.9134168019889,False
55,0.0010004043579101562,-0.9411764705882353,100.9134168019889,False
56,0.0020003318786621094,-3.255813953488372,100.9134168019889,False
57,0.0010008811950683594,5.3125,100.9134168019889,False
58,0.0009999275207519531,2.2580645161290325,100.9134168019889,False
59,0.002000093460083008,1.148936170212766,100.9134168019889,False
60,0.0030007362365722656,-5.538461538461538,100.9134168019889,False
61,0.003000020980834961,-4.015384615384615,100.9134168019889,False
62,0.002001047134399414,-2.94,100.9134168019889,False
63,0.0020003318786621094,1.525,100.9134168019889,False
64,0.0010004043579101562,3.590909090909091,100.9134168019889,False
65,0.0010006427764892578,6.214285714285714,100.9134168019889,False
66,0.0010001659393310547,4.315789473684211,100.9134168019889,False
67,0.0019998550415039062,2.607142857142857,100.9134168019889,False
68,0.0010004043579101562,2.8846153846153846,100.9134168019889,False
69,0.002000570297241211,-0.9487179487179487,100.9134168019889,False
70,0.0009999275207519531,-0.9375,100.9134168019889,False
71,0.0010006427764892578,4.9411764705882355,100.9134168019889,False
72,0.0009999275207519531,3.8095238095238093,100.9134168019889,False
73,0.002000570297241211,-0.9574468085106383,100.9134168019889,False
74,0.0010001659393310547,4.9411764705882355,100.9134168019889,False
75,0.0010001659393310547,-0.8823529411764706,100.9134168019889,False
76,0.0010006427764892578,4.9411764705882355,100.9134168019889,False
77,0.002000570297241211,-5.0,100.9134168019889,False
78,0.002001047134399414,-0.9534883720930233,100.9134168019889,False
79,0.0010004043579101562,4.611111111111111,100.9134168019889,False
80,0.0009989738464355469,4.611111111111111,100.9134168019889,False
81,0.0,6.769230769230769,100.9134168019889,False
82,0.0010004043579101562,5.3125,100.9134168019889,False
83,0.0010001659393310547,-0.9259259259259259,100.9134168019889,False
84,0.0010018348693847656,4.9411764705882355,100.9134168019889,False
85,0.0009992122650146484,4.9411764705882355,100.9134168019889,False
86,0.0009999275207519531,-0.9090909090909091,100.9134168019889,False
87,0.0,6.769230769230769,100.9134168019889,False
88,0.0,5.733333333333333,100.9134168019889,False
89,0.0,6.769230769230769,100.9134168019889,False
90,0.0010004043579101562,-4.592592592592593,100.9134168019889,False
91,0.0010004043579101562,6.769230769230769,100.9134168019889,False
92,0.002001047134399414,-5.780487804878049,100.9134168019889,False
93,0.002000093460083008,3.04,100.9134168019889,False
94,0.0020003318786621094,-5.454545454545454,100.9134168019889,False
95,0.0009999275207519531,6.769230769230769,100.9134168019889,False
96,0.0010004043579101562,6.769230769230769,100.9134168019889,False
97,0.0010001659393310547,4.315789473684211,100.9134168019889,False
98,0.0020003318786621094,-0.9230769230769231,100.9134168019889,False
99,0.0020008087158203125,-5.260869565217392,100.9134168019889,False
100,0.0010004043579101562,5.3125,100.9134168019889,False
101,0.0,-0.8823529411764706,100.9134168019889,False
102,0.0,4.9411764705882355,100.9134168019889,False
103,0.0020008087158203125,-0.9428571428571428,100.9134168019889,False
104,0.0010001659393310547,-0.9333333333333333,100.9134168019889,False
105,0.0010004043579101562,-0.9354838709677419,100.9134168019889,False
106,0.0009996891021728516,6.769230769230769,100.9134168019889,False
107,0.0010001659393310547,4.05,100.9134168019889,False
108,0.0009996891021728516,-3.8529411764705883,100.9134168019889,False
109,0.0010004043579101562,-6.105263157894737,100.9134168019889,False
110,0.0,6.214285714285714,100.9134168019889,False
111,0.0,5.733333333333333,100.9134168019889,False
112,0.0,-0.8571428571428571,100.9134168019889,False
113,0.0,5.733333333333333,100.9134168019889,False
114,0.0,5.733333333333333,100.9134168019889,False
115,0.0010006427764892578,4.9411764705882355,100.9134168019889,False
116,0.0009999275207519531,-0.875,100.9134168019889,False
117,0.00099945068359375,-0.9166666666666666,100.9134168019889,False
118,0.0010006427764892578,-0.8888888888888888,100.9134168019889,False
119,0.0,5.733333333333333,100.9134168019889,False
120,0.0,6.769230769230769,100.9134168019889,False
121,0.0,6.769230769230769,100.9134168019889,False
122,0.0,6.769230769230769,100.9134168019889,False
123,0.0010004043579101562,5.733333333333333,100.9134168019889,False
124,0.0009999275207519531,-0.9047619047619048,100.9134168019889,False
125,0.0010008811950683594,4.611111111111111,100.9134168019889,False
126,0.0010001659393310547,3.8095238095238093,100.9134168019889,False
127,0.0009996891021728516,-0.9,100.9134168019889,False
128,0.0010004043579101562,-0.9047619047619048,100.9134168019889,False
129,0.0010013580322265625,4.9411764705882355,100.9134168019889,False
130,0.0009996891021728516,4.9411764705882355,100.9134168019889,False
131,0.002000570297241211,-4.233333333333333,100.9134168019889,False
132,0.0009996891021728516,5.733333333333333,100.9134168019889,False
133,0.0010004043579101562,4.9411764705882355,100.9134168019889,False
134,0.0020003318786621094,-8.564102564102564,100.9134168019889,False
135,0.0009996891021728516,4.315789473684211,100.9134168019889,False
136,0.0010004043579101562,6.769230769230769,100.9134168019889,False
137,0.0010006427764892578,-0.9090909090909091,100.9134168019889,False
138,0.0,6.769230769230769,100.9134168019889,False
139,0.0,6.769230769230769,100.9134168019889,False
140,0.0,6.769230769230769,100.9134168019889,False
141,0.0,-6.105263157894737,100.9134168019889,False
142,0.0010001659393310547,5.733333333333333,100.9134168019889,False
143,0.0010001659393310547,-0.9310344827586207,100.9134168019889,False
144,0.0,4.05,100.9134168019889,False
145,0.0,5.733333333333333,100.9134168019889,False
146,0.0009999275207519531,5.733333333333333,100.9134168019889,False
147,0.0009996891021728516,4.9411764705882355,100.9134168019889,False
148,0.0010004043579101562,-0.9333333333333333,100.9134168019889,False
149,0.002000570297241211,-3.3095238095238093,100.9134168019889,False
150,0.0009996891021728516,-0.9047619047619048,100.9134168019889,False
151,0.0010004043579101562,6.214285714285714,100.9134168019889,False
152,0.0010006427764892578,6.214285714285714,100.9134168019889,False
153,0.0010004043579101562,6.769230769230769,100.9134168019889,False
154,0.0009996891021728516,5.733333333333333,100.9134168019889,False
155,0.0020003318786621094,-4.129032258064516,100.9134168019889,False
156,0.0009999275207519531,4.9411764705882355,100.9134168019889,False
157,0.0020012855529785156,-0.9393939393939394,100.9134168019889,False
158,0.0009999275207519531,4.9411764705882355,100.9134168019889,False
159,0.0009999275207519531,4.9411764705882355,100.9134168019889,False
160,0.0020003318786621094,-3.9393939393939394,100.9134168019889,False
161,0.0010001659393310547,-4.592592592592593,100.9134168019889,False
162,0.0010001659393310547,-3.9393939393939394,100.9134168019889,False
163,0.0010008811950683594,-0.9166666666666666,100.9134168019889,False
164,0.0009999275207519531,6.214285714285714,100.9134168019889,False
165,0.0009999275207519531,4.9411764705882355,100.9134168019889,False
166,0.002000570297241211,-3.6944444444444446,100.9134168019889,False
167,0.0009999275207519531,4.9411764705882355,100.9134168019889,False
168,0.0010004043579101562,-0.8888888888888888,100.9134168019889,False
169,0.0,-0.8888888888888888,100.9134168019889,False
170,0.0009999275207519531,5.3125,100.9134168019889,False
171,0.0,6.769230769230769,100.9134168019889,False
172,0.0,5.733333333333333,100.9134168019889,False
173,0.0009996891021728516,4.9411764705882355,100.9134168019889,False
174,0.0010004043579101562,6.769230769230769,100.9134168019889,False
175,0.0010004043579101562,4.315789473684211,100.9134168019889,False
176,0.0020003318786621094,-5.9,100.9134168019889,False
177,0.0010001659393310547,-0.9130434782608695,100.9134168019889,False
178,0.0010001659393310547,4.9411764705882355,100.9134168019889,False
179,0.0010006427764892578,4.315789473684211,100.9134168019889,False
180,0.0009992122650146484,-0.8947368421052632,100.9134168019889,False
181,0.0020008087158203125,-3.9393939393939394,100.9134168019889,False
182,0.0010001659393310547,5.733333333333333,100.9134168019889,False
183,0.0010001659393310547,5.733333333333333,100.9134168019889,False
184,0.0020008087158203125,-4.344827586206897,100.9134168019889,False
