episode,length,time,reward,delta
0,17.0,0.0009777545928955078,0.0,-0.00010844360407720623
1,12.0,0.0009775161743164062,0.0,-0.00026204965101623103
2,37.0,0.0019540786743164062,0.0,-0.0003008833198189536
3,66.0,0.003444671630859375,0.0,-0.0004551916970839048
4,32.0,0.0009768009185791016,0.0,0.00017608605892351098
5,35.0,0.0009779930114746094,0.0,0.00017020251426304528
6,38.0,0.0019545555114746094,0.0,-0.00038501206191285126
7,9.0,0.0009768009185791016,0.0,-0.00022418109944227177
8,36.0,0.0022068023681640625,0.0,-0.0002819994672345642
9,14.0,0.0009684562683105469,0.0,2.2121552968553326e-05
10,18.0,0.0009775161743164062,0.0,-9.019193023739123e-05
11,20.0,0.0009772777557373047,0.0,-9.488659317778101e-05
12,12.0,0.0009775161743164062,0.0,-4.5095965118695615e-05
13,64.0,0.0029311180114746094,0.0,-0.0007530732458595764
14,25.0,0.0021812915802001953,0.0,1.2718319363384895e-05
15,17.0,0.0009682178497314453,0.0,-0.0006251085814229278
16,23.0,0.0009770393371582031,0.0,-2.2547982559347808e-05
17,16.0,0.0009770393371582031,0.0,-1.466305455106022e-06
18,20.0,0.0009775161743164062,0.0,-0.00013102482550811552
19,11.0,0.0009768009185791016,0.0,-0.00033504092524936523
20,28.0,0.001954317092895508,0.0,-7.33152727553011e-07
21,35.0,0.002192258834838867,0.0,-2.0702563792175915e-06
22,17.0,0.0009677410125732422,0.0,-1.0351281896087822e-06
23,84.0,0.003908634185791016,0.0,0.00023366447137781717
24,13.0,0.0009772777557373047,0.0,-3.665763637765191e-07
25,76.0,0.004136323928833008,0.0,6.359159681692454e-06
26,18.0,0.0009772777557373047,0.0,-1.832881818882731e-07
27,16.0,0.0009772777557373047,0.0,-0.0001504416599094768
28,26.0,0.0009770393371582031,0.0,-0.0005100834425065894
29,17.0,0.0009775161743164062,0.0,-0.0003103059981506786
30,6.0,0.0,0.0,7.399432702360424e-05
31,43.0,0.0019540786743164062,0.0,-2.721314556097446e-05
32,26.0,0.0009272098541259766,0.0,-9.16440909441501e-08
33,31.0,0.0019545555114746094,0.0,-0.0002090161603051057
34,22.0,0.0009765625,0.0,9.012235384641323e-05
35,42.0,0.0019540786743164062,0.0,-0.00010591868787355573
36,55.0,0.0031762123107910156,0.0,8.510125713152261e-05
37,10.0,0.0009613037109375,0.0,-0.00027594171703875376
38,57.0,0.002930879592895508,0.0,2.997444441208517e-05
39,20.0,0.0009772777557373047,0.0,-0.00010450808015255284
40,31.0,0.0009770393371582031,0.0,0.00015179628735474996
41,23.0,0.0009777545928955078,0.0,1.3392575600564536e-05
42,13.0,0.0012116432189941406,0.0,-5.225404007627645e-05
43,13.0,0.0009701251983642578,0.0,-0.00015515299907533934
44,14.0,0.0009779930114746094,0.0,-0.00013287419586563228
45,5.0,0.0009770393371582031,0.0,9.309533948236696e-05
46,39.0,0.0019538402557373047,0.0,-0.00021373057849890644
47,30.0,0.0009770393371582031,0.0,9.976811208037284e-05
48,21.0,0.0019545555114746094,0.0,7.972553383504082e-05
49,35.0,0.001214742660522461,0.0,4.2550628565761294e-05
50,27.0,0.0009772777557373047,0.0,-5.287240594479444e-05
51,94.0,0.003908395767211914,0.0,0.00011079201656782002
52,7.0,0.0,0.0,5.539600828391001e-05
53,11.0,0.0009772777557373047,0.0,-0.00035022590209438846
54,26.0,0.0012154579162597656,0.0,0.00011455493883706636
55,23.0,0.0009770393371582031,0.0,0.00010342139718513775
56,89.0,0.004885673522949219,0.0,-8.803896342602006e-05
57,20.0,0.0009777545928955078,0.0,-2.6127020038138225e-05
58,40.0,0.001954793930053711,0.0,6.999983809979115e-05
59,4.0,0.0,0.0,8.735179060749122e-05
60,17.0,0.0,0.0,0.00016009418991961405
61,4.0,0.0,0.0,4.36758953037456e-05
62,20.0,0.0009772777557373047,0.0,0.00014264377852903868
63,24.0,0.0009763240814208984,0.0,3.986276691752042e-05
64,22.0,0.0009770393371582031,0.0,7.145340017686652e-05
65,39.0,0.0019540786743164062,0.0,-4.4019481713010016e-05
66,9.0,0.0009779930114746094,0.0,7.132188926451934e-05
67,23.0,0.0019538402557373047,0.0,-2.5543954751033654e-06
68,17.0,0.0009765625,0.0,0.00010962053040816208
69,17.0,0.0009779930114746094,0.0,8.759522776887038e-05
70,9.0,0.0,0.0,3.566094463225967e-05
71,8.0,0.0009763240814208984,0.0,8.016106098302831e-05
72,11.0,0.0009777545928955078,0.0,7.40377086559088e-05
73,5.0,0.0009765625,0.0,0.0001446605499845806
74,54.0,0.0029344558715820312,0.0,9.95211470427482e-05
75,11.0,0.0009777545928955078,0.0,7.233027499229029e-05
76,6.0,0.0,0.0,4.008053049151417e-05
77,12.0,0.0,0.0,7.088071500043107e-05
78,15.0,0.000978231430053711,0.0,9.782391591619548e-05
79,47.0,0.001953601837158203,0.0,3.857312095009811e-05
80,29.0,0.0009770393371582031,0.0,-0.00017645644627446722
81,18.0,0.0009775161743164062,0.0,2.234278396577382e-05
82,27.0,0.0009772777557373047,0.0,4.954137975462375e-05
83,10.0,0.0,0.0,0.00010176215803891074
84,13.0,0.0,0.0,1.9286560475049053e-05
85,26.0,0.0009770393371582031,0.0,6.711286894802287e-05
86,7.0,0.0,0.0,0.0001099106571120361
87,37.0,0.0019538402557373047,0.0,0.0001143593794790129
88,4.0,0.0,0.0,5.088107901945537e-05
89,21.0,0.0009770393371582031,0.0,9.713832437385829e-05
90,12.0,0.0,0.0,5.4955328556018036e-05
