episode,length,time,reward,delta
0,21.0,0.0009770393371582031,0.0,-9.261731646460921e-05
1,55.0,0.0019540786743164062,0.0,-0.0004564646026046066
2,38.0,0.001953601837158203,0.0,-0.00038494091414415454
3,15.0,0.0009770393371582031,0.0,-0.0002225683431954325
4,58.0,0.0029315948486328125,0.0,0.0004294392372662412
5,17.0,0.0,0.0,-3.131471603088872e-05
6,96.0,0.004885196685791016,0.0,-0.00020031150887588924
7,72.0,0.002932310104370117,0.0,7.617672206804171e-05
8,58.0,0.0029320716857910156,0.0,-0.0002783457811470272
9,17.0,0.0009763240814208984,0.0,-0.00017743394890411073
10,31.0,0.0019550323486328125,0.0,0.00044885117860372166
11,7.0,0.0009763240814208984,0.0,-0.00018028035798830036
12,102.0,0.0048863887786865234,0.0,-0.0001622523221894703
13,22.0,0.0009777545928955078,0.0,-0.00010375377738990554
14,12.0,0.0009770393371582031,0.0,-8.335558481814824e-05
15,6.0,0.0009765625,0.0,-6.956858389869057e-05
16,16.0,0.0009777545928955078,0.0,-0.00020782975536782805
17,28.0,0.001954317092895508,0.0,-0.00022039880074687442
18,28.0,0.0009765625,0.0,-0.00011717793433639817
19,18.0,0.0011904239654541016,0.0,-0.0005498560341001453
20,71.0,0.0039005279541015625,0.0,-0.00026463611329128256
21,17.0,0.0009763240814208984,0.0,0.0005021899846928685
22,25.0,0.001954317092895508,0.0,-0.00016417207238863607
23,26.0,0.0009775161743164062,0.0,-1.0847961620062793e-05
24,12.0,0.0,0.0,0.00038649531353961706
25,47.0,0.0019559860229492188,0.0,-0.00014797276058005988
26,46.0,0.0019545555114746094,0.0,-0.0005214164830057319
27,36.0,0.0019545555114746094,0.0,4.597977028319175e-05
28,31.0,0.0019533634185791016,0.0,0.0003478457821856554
29,50.0,0.002933979034423828,0.0,-7.275672239007592e-05
30,32.0,0.001954317092895508,0.0,-0.00017602790021004468
31,59.0,0.002931356430053711,0.0,-7.502002633633337e-05
32,47.0,0.002939462661743164,0.0,-6.751802370269999e-05
33,23.0,0.0009706020355224609,0.0,-0.00020900441757615014
34,12.0,0.0,0.0,0.000319298445698931
35,24.0,0.0009779930114746094,0.0,-0.0003586764940435727
36,17.0,0.0009760856628417969,0.0,0.00014858388390568935
37,17.0,0.0,0.0,-0.00027628332050209134
38,34.0,0.001955747604370117,0.0,0.0003755620772074415
39,9.0,0.0,0.0,-0.0003592533291134683
40,68.0,0.002925872802734375,0.0,-0.0003685073689796804
41,20.0,0.0009770393371582031,0.0,0.0003795928604560633
42,9.0,0.0,0.0,-0.0003316566320817123
43,11.0,0.0,0.0,0.00017299206400689246
44,22.0,0.0009770393371582031,0.0,-0.00021272965554053542
45,19.0,0.0009768009185791016,0.0,-0.0001914566899864819
46,12.0,0.0,0.0,0.00024337771056376866
47,61.0,0.0029315948486328125,0.0,0.00016320938276604305
48,42.0,0.0019540786743164062,0.0,0.0002279716810138073
49,24.0,0.0009772777557373047,0.0,0.0004393919586157916
50,31.0,0.0019655227661132812,0.0,-0.00017219903165993145
51,17.0,0.0009679794311523438,0.0,0.00021582240042453018
52,10.0,0.0,0.0,-0.0001584251101890402
53,23.0,0.0009772777557373047,0.0,0.0002059876593683966
54,36.0,0.0019545555114746094,0.0,0.00018538889343155696
55,7.0,0.0009768009185791016,0.0,-8.155357282793986e-06
56,8.0,0.0009772777557373047,0.0,0.00016685000408840124
57,8.0,0.0009775161743164062,0.0,0.00030910890521874094
58,12.0,0.0009772777557373047,0.0,-0.00028290936164941975
59,7.0,0.0005097389221191406,0.0,-0.00014402008482289179
60,19.0,0.0009713172912597656,0.0,-0.0004948704306901308
61,9.0,0.0,0.0,-7.339821554514609e-06
62,49.0,0.0019545555114746094,0.0,0.000310095024131272
63,20.0,0.0009768009185791016,0.0,-6.605839399063192e-06
64,6.0,0.0,0.0,0.0003729553598158289
65,10.0,0.0,0.0,0.00041451525800741514
66,31.0,0.0009915828704833984,0.0,-0.00014258259917013618
67,4.0,0.0,0.0,0.0002790855217181448
68,30.0,0.001954317092895508,0.0,-8.229208508657275e-05
69,8.0,0.0009765625,0.0,0.0002511769695463303
70,16.0,0.0009777545928955078,0.0,0.00021826178959890376
71,14.0,0.0009768009185791016,0.0,-0.00046554148760656275
72,19.0,0.0009775161743164062,0.0,0.00029912095473315543
73,25.0,0.0009765625,0.0,0.00015783802190609775
74,28.0,0.0014946460723876953,0.0,0.00015310570935894605
75,23.0,0.0009770393371582031,0.0,-9.618192905633998e-05
76,15.0,0.0009772777557373047,0.0,5.409857037282876e-05
77,6.0,0.0009768009185791016,0.0,-0.0002210665094544
78,28.0,0.0019538402557373047,0.0,0.00014205421971548796
79,46.0,0.0019550323486328125,0.0,-0.00011428242996845136
80,23.0,0.0009868144989013672,0.0,-0.00019716207681229195
81,7.0,0.0009691715240478516,0.0,4.306211161756888e-05
82,47.0,0.0019550323486328125,0.0,0.0002624653915450876
83,7.0,0.0,0.0,4.868871333554587e-05
84,46.0,0.001954793930053711,0.0,-0.00018810397581853515
85,36.0,0.0019545555114746094,0.0,-6.684752846947671e-05
86,20.0,0.0011723041534423828,0.0,-0.00024178523878058277
87,71.0,0.0029320716857910156,0.0,-0.00016929357823668167
88,20.0,0.0009763240814208984,0.0,-3.1354985939488944e-05
89,14.0,0.0009772777557373047,0.0,0.0003120036641770405
90,13.0,0.000978231430053711,0.0,0.00034833566421066766
91,9.0,0.0009768009185791016,0.0,0.0003694982986964181
92,60.0,0.003434896469116211,0.0,0.00028080329775933644
93,6.0,0.0,0.0,0.00029758258099228
94,26.0,0.0009770393371582031,0.0,-0.00012880934917549062
95,109.0,0.0048944950103759766,0.0,6.922107352299537e-05
96,14.0,0.0009703636169433594,0.0,-0.0001353111861852398
97,16.0,0.0009777545928955078,0.0,-3.202087303670999e-05
98,58.0,0.0029311180114746094,0.0,-0.00030280888570132755
99,13.0,0.0009775161743164062,0.0,0.00032556128191497556
100,65.0,0.003443002700805664,0.0,0.00023621885239057886
101,13.0,0.0009708404541015625,0.0,-9.697078779922499e-06
102,28.0,0.001954317092895508,0.0,-0.0003947636743370277
103,30.0,0.001954317092895508,0.0,-1.0157223294933221e-05
104,56.0,0.002931356430053711,0.0,0.0003163512394528802
105,52.0,0.002933025360107422,0.0,0.00034962071893390295
106,28.0,0.0019545555114746094,0.0,8.816289545456122e-05
107,13.0,0.0009775161743164062,0.0,0.00031465864704051264
108,21.0,0.0009763240814208984,0.0,-0.00010925182766879547
109,52.0,0.0019545555114746094,0.0,-0.0003106732156868573
110,14.0,0.0,0.0,0.0002831927823364614
111,10.0,0.0005128383636474609,0.0,7.934660590910511e-05
112,6.0,0.0,0.0,0.00025487350410281523
113,27.0,0.0009768009185791016,0.0,0.00022938615369253373
114,54.0,0.001954317092895508,0.0,-9.141500965439866e-06
115,8.0,0.0,0.0,0.00020644753832328039
116,11.0,0.0,0.0,0.00044350458798419275
117,26.0,0.0009770393371582031,0.0,0.0002371520552251158
118,5.0,0.0009770393371582031,0.0,0.0002231425807104171
119,42.0,0.001954793930053711,0.0,-5.0739970546197395e-05
120,38.0,0.0009772777557373047,0.0,-0.000139417126394625
121,22.0,0.0009763240814208984,0.0,-2.457785172336243e-05
122,10.0,0.0009772777557373047,0.0,0.00014087278817159809
123,6.0,0.0009777545928955078,0.0,0.00035876960912121646
124,11.0,0.0009765625,0.0,-2.212006655102623e-05
125,40.0,0.0019567012786865234,0.0,0.00027067910408651514
126,11.0,0.0,0.0,0.00035581738061850636
127,27.0,0.0009777545928955078,0.0,-0.00027627229678842856
128,16.0,0.0009770393371582031,0.0,0.00024361119367786365
129,11.0,0.0,0.0,0.0003516194502851705
130,32.0,0.0009775161743164062,0.0,0.0003829917484749609
131,6.0,0.0,0.0,0.00033294168977269703
132,8.0,0.0009779930114746094,0.0,0.00015366999836624346
133,131.0,0.0058519840240478516,0.0,-6.566460693067933e-05
134,8.0,0.0,0.0,-1.4877073093576493e-05
135,14.0,0.0009772777557373047,0.0,0.000250977672072617
136,21.0,0.000986337661743164,0.0,-4.566597349157768e-05
137,7.0,0.0,0.0,-1.3389365784218822e-05
138,12.0,0.0,0.0,0.00015788918528329823
139,18.0,0.0009753704071044922,0.0,0.00014688844448943877
140,19.0,0.0009775161743164062,0.0,-0.000122648769867383
141,9.0,0.0,0.0,0.0002258799048653553
142,48.0,0.001954317092895508,0.0,0.0003661336035360134
143,10.0,0.0009768009185791016,0.0,0.00020329191437881976
144,45.0,0.002459287643432617,0.0,0.00039098431181234416
145,10.0,0.0009777545928955078,0.0,0.00021343684970260418
146,21.0,0.0009758472442626953,0.0,-4.3733916079375995e-06
147,30.0,0.0009768009185791016,0.0,-5.291609914365961e-06
148,43.0,0.001954317092895508,0.0,-8.259695687514812e-05
149,29.0,0.001962423324584961,0.0,0.000310147632446287
150,27.0,0.0019469261169433594,0.0,-6.54700814482019e-06
151,26.0,0.0009770393371582031,0.0,0.0001922779989335532
152,74.0,0.002931356430053711,0.0,0.0002541351968768363
153,20.0,0.0009775161743164062,0.0,0.00024220349583029064
154,14.0,0.0009772777557373047,0.0,1.4132435348816275e-06
155,21.0,0.0009715557098388672,0.0,-4.762448922929381e-06
156,9.0,0.0009770393371582031,0.0,-1.0909104072803029e-06
157,28.0,0.0019540786743164062,0.0,-0.00016191812948046828
158,37.0,0.0019540786743164062,0.0,-0.00014572631653242147
159,6.0,0.0009779930114746094,0.0,-7.433726118763332e-05
160,8.0,0.0,0.0,0.0003486185065129001
161,18.0,0.0009775161743164062,0.0,0.00019798791649374748
162,10.0,0.0009763240814208984,0.0,1.2719191813934973e-06
163,9.0,0.0009770393371582031,0.0,0.00015731753296863307
164,17.0,0.0009779930114746094,0.0,0.0004113381680883503
165,9.0,0.0009765625,0.0,0.0003273223004976603
166,9.0,0.0009775161743164062,0.0,0.00018916469764345968
167,28.0,0.001954793930053711,0.0,1.144727263254191e-06
168,24.0,0.0009760856628417969,0.0,0.0002122459811418834
169,19.0,0.0009760856628417969,0.0,0.00030161972368928107
170,34.0,0.0014939308166503906,0.0,0.00031379611370545193
171,14.0,0.0,0.0,0.0003415749461753386
172,23.0,0.0009768009185791016,0.0,0.00035500895472809083
173,10.0,0.0009779930114746094,0.0,4.369480559271601e-05
174,17.0,0.0009760856628417969,0.0,0.00018221193496904201
175,11.0,0.0,0.0,-9.24679213037433e-05
176,6.0,0.0,0.0,0.0001639907414721378
177,25.0,0.0019540786743164062,0.0,0.00037020435127951525
178,8.0,0.0009865760803222656,0.0,0.0003335732320313827
179,9.0,0.0,0.0,0.00017444160867353346
180,16.0,0.000978231430053711,0.0,6.270325235161904e-05
181,15.0,0.0009770393371582031,0.0,0.00030021590882824443
182,13.0,0.0009768009185791016,0.0,0.00027019431794541996
183,8.0,0.0009777545928955078,0.0,0.00024317488615087796
184,6.0,0.0009763240814208984,0.0,3.249866298710581e-05
185,8.0,0.0009772777557373047,0.0,0.00023671661154253855
186,29.0,0.0009772777557373047,0.0,0.00019481023181607796
187,7.0,0.0,0.0,5.041986417387526e-05
188,20.0,0.0009770393371582031,0.0,0.00023127106147429057
189,7.0,0.0,0.0,0.0001994776904484656
190,31.0,0.0009768009185791016,0.0,5.643292711645715e-05
191,33.0,0.0009768009185791016,0.0,0.0004230534273395327
192,7.0,0.0,0.0,0.0002081439553268615
193,55.0,0.001954317092895508,0.0,-9.818193665522509e-07
194,10.0,0.0005128383636474609,0.0,-4.32786819337368e-06
195,11.0,0.0009686946868896484,0.0,0.0002177996130229846
196,5.0,0.0009768009185791016,0.0,0.00020389244619259124
197,13.0,0.0009770393371582031,0.0,0.0002438489499718674
198,27.0,0.0009770393371582031,0.0,-3.936052447143807e-06
199,8.0,0.0,0.0,-1.1459665877171774e-06
200,14.0,0.0,0.0,0.00019601965172068617
201,9.0,0.0,0.0,-3.598686464970752e-05
202,19.0,0.0009770393371582031,0.0,0.00038160990534880296
203,19.0,0.0009870529174804688,0.0,-0.00022628342144408306
204,19.0,0.0009770393371582031,0.0,-8.836374298970312e-07
205,25.0,0.0009779930114746094,0.0,1.9448977702278764e-05
206,26.0,0.0009770393371582031,0.0,-5.1113889338579054e-05
