step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.015873015873015872,0.005291005291005291,0.0,0.007482611441127487,0.015873015873015872,0.0
3,0.0,0.003968253968253968,0.0,0.0068732174903526864,0.015873015873015872,0.0
4,0.0,0.0031746031746031746,0.0,0.006349206349206349,0.015873015873015872,0.0
5,0.0,0.0026455026455026454,0.0,0.005915523749999443,0.015873015873015872,0.0
6,0.0,0.0022675736961451248,0.0,0.005554398509712422,0.015873015873015872,0.0
7,0.02040816326530612,0.004535147392290249,0.0,0.007936507936507936,0.02040816326530612,0.0
8,0.0,0.004031242126480221,0.0,0.007617141072225232,0.02040816326530612,0.0
9,0.0,0.003628117913832199,0.0,0.007326754839638781,0.02040816326530612,0.0
10,0.0,0.0032982890125747262,0.0,0.007063220655127526,0.02040816326530612,0.0
11,0.0,0.003023431594860166,0.0,0.0068236848394814,0.02040816326530612,0.0
12,0.0,0.002790859933717076,0.0,0.006605301318249255,0.02040816326530612,0.0
13,0.0,0.002591512795594428,0.0,0.006405481027951147,0.02040816326530612,0.0
14,0.013333333333333334,0.0033076341647770217,0.0,0.00674347527627597,0.02040816326530612,0.0
15,0.0,0.003100907029478458,0.0,0.006578248000316456,0.02040816326530612,0.0
16,0.0,0.002918500733626784,0.0,0.006423410984548541,0.02040816326530612,0.0
17,0.0,0.0027563618039808512,0.0,0.006278127779336499,0.02040816326530612,0.0
18,0.01282051282051282,0.0032860539627456915,0.0,0.006510817820938913,0.02040816326530612,0.0
19,0.0,0.003121751264608407,0.0,0.006386244860500699,0.02040816326530612,0.0
20,0.0,0.0029730964424841974,0.0,0.006267693948010816,0.02040816326530612,0.0
21,0.0,0.0028379556950985517,0.0,0.00615482534988009,0.02040816326530612,0.0
22,0.0,0.0027145663170507887,0.0,0.0060472957336129285,0.02040816326530612,0.0
23,0.0,0.0026014593871736724,0.0,0.0059447697771948345,0.02040816326530612,0.0
24,0.0,0.0024974010116867256,0.0,0.005846926687406875,0.02040816326530612,0.0
25,0.0,0.0024013471266218517,0.0,0.005753463568686274,0.02040816326530612,0.0
26,0.0,0.0023124083441543757,0.0,0.005664096848911789,0.02040816326530612,0.0
27,0.0,0.002229822331863148,0.0,0.005578562519144792,0.02040816326530612,0.0
28,0.01694915254237288,0.00273738544257038,0.0,0.006104147167569483,0.02040816326530612,0.0
29,0.0,0.0026461392611513675,0.0,0.00602163120134276,0.02040816326530612,0.0
30,0.0,0.0025607799301464846,0.0,0.005942133455417823,0.02040816326530612,0.0
31,0.0,0.002480755557329407,0.0,0.005865497951753214,0.02040816326530612,0.0
32,0.009174311926605505,0.002683590598822622,0.0,0.005888808410076653,0.02040816326530612,0.0
33,0.0,0.002604661463563133,0.0,0.005819252967031048,0.02040816326530612,0.0
34,0.005405405405405406,0.002684682719044341,0.0,0.005754466639768864,0.02040816326530612,0.0
35,0.0,0.002610108199070887,0.0,0.005691107422901901,0.02040816326530612,0.0
36,0.02702702702702703,0.0032700249241507827,0.0,0.006869568862324033,0.02702702702702703,0.0
37,0.0,0.0031839716366731303,0.0,0.006798757223345175,0.02702702702702703,0.0
38,0.024390243902439025,0.0037277222075902047,0.0,0.0075015431788020125,0.02702702702702703,0.0
39,0.0,0.0036345291524004495,0.0,0.0074300090301246385,0.02702702702702703,0.0
40,0.0,0.0035458820999028774,0.0,0.007360224312880189,0.02702702702702703,0.0
41,0.0,0.0034614563356194757,0.0,0.007292140086017742,0.02702702702702703,0.0
42,0.0,0.0033809573510701855,0.0,0.007225706582775668,0.02702702702702703,0.0
43,0.0,0.003304117411273136,0.0,0.007160873822577055,0.02702702702702703,0.0
44,0.0,0.0032306925799115106,0.0,0.007097592078898634,0.02702702702702703,0.0
45,0.0,0.00316046013252213,0.0,0.007035812233988362,0.02702702702702703,0.0
46,0.0,0.003093216299915276,0.0,0.0069754860445712715,0.02702702702702703,0.0
47,0.014492753623188406,0.0033307066608168,0.0,0.00709186774907547,0.02702702702702703,0.0
48,0.0,0.003262733055494008,0.0,0.007034909219927587,0.02702702702702703,0.0
49,0.0,0.003197478394384128,0.0,0.006979168943864408,0.02702702702702703,0.0
50,0.0,0.0031347827395922824,0.0,0.006924612762488014,0.02702702702702703,0.0
51,0.0,0.0030744984561385845,0.0,0.006871206984618176,0.02702702702702703,0.0
52,0.0,0.003016489051305781,0.0,0.0068189185125128735,0.02702702702702703,0.0
53,0.0,0.0029606281429482664,0.0,0.006767714937184682,0.02702702702702703,0.0
54,0.0,0.002906798540349207,0.0,0.006717564608747105,0.02702702702702703,0.0
55,0.0,0.002854891423557257,0.0,0.006668436686602807,0.02702702702702703,0.0
56,0.01,0.0029802442056001124,0.0,0.00667591586009647,0.02702702702702703,0.0
57,0.0,0.0029288606848139036,0.0,0.006629474827898511,0.02702702702702703,0.0
58,0.0,0.002879218978291634,0.0,0.0065839161339899905,0.02702702702702703,0.0
