steps,time,reward,delta,converged
1,0.007001399993896484,-74.20982762485863,160.15115428047753,False
2,0.009003877639770508,1454.1245894996975,79.119357134882,False
3,0.009001016616821289,1727.2161535142059,7.068376831635209,False
4,0.010001897811889648,1739.7695747931432,4.2410232279220175,False
5,0.009002208709716797,1747.301616042559,2.544611061733363,False
6,0.010001897811889648,1751.8208292359452,1.5267637554189384,False
7,0.015003442764282227,1754.532345579605,0.9160553606282311,False
8,0.010002374649047852,1755.081975930864,4.775196671857884e-06,True
