episode,length,time,reward,delta
0,54.0,0.0019538402557373047,0.0,0.0005986102153852407
1,13.0,0.0,0.0,-6.902839625826562e-05
2,42.0,0.001954793930053711,0.0,-6.902839625826584e-06
3,52.0,0.002933025360107422,0.0,8.876682525816421e-05
4,36.0,0.0019550323486328125,0.0,-9.116233416925715e-05
5,64.0,0.003908395767211914,0.0,7.901052837702412e-05
6,7.0,0.0,0.0,0.0001356677117306524
7,58.0,0.0024652481079101562,0.0,-2.615463411757119e-05
8,23.0,0.0019481182098388672,0.0,0.0002783560252598719
9,44.0,0.001954317092895508,0.0,0.00015422511517309005
10,11.0,0.0,0.0,2.3198940996064154e-05
11,33.0,0.0009775161743164062,0.0,7.314268155794224e-05
12,24.0,0.0009758472442626953,0.0,-0.0002148676461016379
13,13.0,0.000985860824584961,0.0,2.655748754119098e-06
14,65.0,0.002925395965576172,0.0,0.00021783512517624935
15,17.0,0.0009779930114746094,0.0,-7.734968661257246e-05
16,27.0,0.0009763240814208984,0.0,0.0007141666019063978
17,8.0,0.0,0.0,5.189557580231169e-05
18,14.0,0.0,0.0,5.18955758023118e-06
19,13.0,0.0009779930114746094,0.0,0.00022573933222702863
20,6.0,0.0005092620849609375,0.0,0.0001387786654999608
21,63.0,0.0029251575469970703,0.0,-0.00013137372660473087
22,13.0,0.0,0.0,-1.3137372660473098e-05
23,22.0,0.0009765625,0.0,0.00021786276254809214
24,28.0,0.001954317092895508,0.0,0.00010433592833688176
25,17.0,0.0009770393371582031,0.0,1.542251151730894e-05
26,11.0,0.0009853839874267578,0.0,-0.0002111807355655536
27,8.0,0.0009708404541015625,0.0,1.5422511517309157e-06
28,76.0,0.003908395767211914,0.0,8.25765531322672e-05
29,31.0,0.001954793930053711,0.0,2.8571713114205078e-05
30,41.0,0.0019538402557373047,0.0,-0.000187478213833285
31,11.0,0.0005083084106445312,0.0,0.0001449782850936745
32,19.0,0.0009729862213134766,0.0,2.7835602525987145e-05
33,7.0,0.0009758472442626953,0.0,1.542251151730699e-07
34,8.0,0.000978231430053711,0.0,1.4497828509367483e-05
35,9.0,0.0009763240814208984,0.0,0.00015380298012549832
36,16.0,0.0009772777557373047,0.0,9.06716095324311e-05
37,6.0,0.0009777545928955078,0.0,9.06716095324311e-06
38,26.0,0.0009768009185791016,0.0,0.000313046536162049
39,20.0,0.0009768009185791016,0.0,0.00048512421185826853
40,5.0,0.0,0.0,9.067160953242677e-07
